Using device: cuda

Loading language model and tokenizer...
Loading embedding model and tokenizer...
Loading dataset...
Original data size: 36718
Filtered data size: 17148
Total (filtered) data points: 17148
Reference data points (15%): 2572
Training data points (68%): 11644
Validation data points (17%): 2911

Creating training and validation sequences...
Holdout evaluation before iterations:
Prompt:  However , as Hung notes , he " is the only Chinese poet whose influence grew with time " , and his works began to increase in popularity in the ninth century . Early positive comments came from Bai Juyi , who praised the moral sentiments of some of Du Fu 's works ( although he found these in only a
Candidate 1:  few places of the country ), , in which "the poetry becomes more romantic and self-conscious rather than full-fledged poetry". .

The late Nineteenth–First Century of Chinese Literature, China, a very fine century of Chinese poets, was dominated by many Chinese poets ( among them Gao Tengf
Candidate 2:  vague sense ).

The book, The Long History of the Song Hao (1st English 1570), was published by the American American College of Artists in September 1571. The author, who was once president of the United States of America, praised the great work of Du Fu 's successor in Japan as
Candidate 3:  brief period of time ) , as well as general admirers. A number of influential Chinese poets published works like " The Great Chinese Song". Another noteworthy poem for the Chinese poetry of the seventeenth century was " The Golden Song" by Li Ling (or " the Golden Song", Chinese for " golden orchid") ,
Prompt:  In 2000 Boulter had a guest @-@ starring role on the television series The Bill ; he portrayed " Scott Parry " in the episode , " In Safe Hands " . Boulter starred as " Scott " in the play Herons written by Simon Stephens , which was performed in 2001 at the Royal Court
Candidate 1: .  and in 1997 " Herons was featured on the film "The Man with the Dragon Tattoo" , which is credited with promoting the story of Herons''.  In 2002 boulter starring as " Sarah  in the " Sarah - s "  season  was featured in the television miniseries "
Candidate 2:  of Versailles " ". (Sheikh)

In March 2003, Boulter was cast as " Sheik" in the play "Farewell " with " Vadim " " in the role .

He has also starred in the play "The Man Who Died" as both " She
Candidate 3: 

In 1982 He also played an American as Dr. Jack Homan , and in 1985 also played a native American in New York , as well as a Spanish native as   Marjorie " in the musical Herons , and in 1987 he played a native Spanish American in a play He " . He also
Prompt:  He had a recurring role in 2003 on two episodes of The Bill , as character " Connor Price " . In 2004 Boulter landed a role as " Craig " in the episode " Teddy 's Story " of the television series The Long Firm ; he starred alongside actors Mark Strong and Derek Jacobi . Boulter
Candidate 1: 's real name is James Wylie & was born in Chicago, Illinois and moved to New Zealand in 1962. In 1976, Boulter graduated from Southern Illinois University with a degree in political science. He then began his career as an instructor at the University of Maryland. He also worked at the Harvard University Medical School
Candidate 2:  was a cast member on the show during the 1980s.

On October 29th 2000 John Kivira won the first ever Golden Globe for his portrayal of the character of " The Doctor " . He returned for his second outing in 2000 , to play  the Doctor  in a film about The Doctor, starring
Candidate 3:  also worked as The Great British Bake Off's host in 2010, and in 2012, was confirmed as the winner of the ITV soap opera, The Cooked by Chris, which aired on Sky News. Boulter was originally introduced in the episode " The Last Straw " on 4 July 2013.

Boulter
Fine-tuning Model 0 on initial training data...
{'train_runtime': 430.7348, 'train_samples_per_second': 68.952, 'train_steps_per_second': 17.238, 'train_loss': 1.9832201083019527, 'epoch': 3.0}

Holdout evaluation after iteration 3:
Prompt:  However , as Hung notes , he " is the only Chinese poet whose influence grew with time " , and his works began to increase in popularity in the ninth century . Early positive comments came from Bai Juyi , who praised the moral sentiments of some of Du Fu 's works ( although he found these in only a
Candidate 1:  short time ) ; " . The early positive comments were from other Chinese authors who were not as known for sure , and were not as likely to be made public until 1235 . " At first , the work of the poet 's brother and the poet 's former colleague , Zhang Shaora , was not successful in
Candidate 2:  few minutes ) . The poet 's famous poem " Tigo " became a common theme in Chinese cultural culture . In the 10th century , Jin Jin wrote " Tigo " , a poem of the first Korean Korean poet ( w. m.r. to win popularity ) , and began to make new steps towards
Candidate 3:  few years ) . An early positive comment occurred as early as 1440 , when he referred to Chinese poets as " the heroes of the first line of defense . In the 14th century , he said : ' We 're in a world of martial law . This is a world of respect . A poet with an original
Prompt:  In 2000 Boulter had a guest @-@ starring role on the television series The Bill ; he portrayed " Scott Parry " in the episode , " In Safe Hands " . Boulter starred as " Scott " in the play Herons written by Simon Stephens , which was performed in 2001 at the Royal Court
Candidate 1:  in London . It was directed by David Boulter and was produced by Steve Thomas . The play was directed by James Dallen . A special performance of the play took place during the 2009 US Olympic Games , during the first round of the Games . In 2000 , Boulter decided to become a guest star at
Candidate 2:  in Scotland . At the 2006 British Film Institute Awards , Boulter received the Boulter Award from the British Theatre of the English State Government ( BIT ) from the Canadian Theatre of the English State Government ( PA ) for the play The Importance of Being Earnest , and also served as the guest star on
Candidate 3:  in Perth , Australia . In 2003 he appeared in the play The Good Terrorist ( 2005 ) and made an exit after being cast by the popular actor Robert Redford . He also starred in the role of John C. Clarke in the second part of the 2003 play The Good Terrorist ( 2007 ) by Steve McKe
Prompt:  He had a recurring role in 2003 on two episodes of The Bill , as character " Connor Price " . In 2004 Boulter landed a role as " Craig " in the episode " Teddy 's Story " of the television series The Long Firm ; he starred alongside actors Mark Strong and Derek Jacobi . Boulter
Candidate 1:  has performed well in various TV show episodes including the " The Show " at the recent Golden Globe Awards including the " I Can ’ t seem to get out of the movie or the movie with this character . He has been featured on " This is a great person , and a great actor , and a great writer "
Candidate 2:  portrayed the voice of U2 's former vocalist Chris Pratt in a recurring role on the show as part of a recurring character on " The Bill , " and in 2007 he returned to The Show . In 2008 , he served as one of the main main cast in the episode " he played " The One who was
Candidate 3:  has been a principal writer on the episode and the television series The Bill and the other characters in the series have been referred to as " the best characters in this world " . In 2008 and 2009 , the series was nominated for an Emmy Award in the " Most Powerful Women 's Group Awards " and was nominated for an
Model 3 fine-tuning complete.

=== Iteration 4 ===
Generating Synthetic Data...
Evaluating Cosine Similarity and Sampling Candidates...
Generated 11644 synthetic data points in Iteration 4.
Sample Synthetic Data:
Example 1: transit station was established . In the early 20th century , it was reported that a complete new freeway was built . In the city . The city launched a two @-@ mile ( 2 @.@ 6 km ) long ( 1 @.@ 7 km ) road between Sarnia and Baysville . Under
Example 2: 1961 . Coolidge 's final vote on the House of Representatives was on 4 October 1961 . Coolidge elected to the Senate . The election was decided by 1 % of the population of California . The presidential election on 1 October was decided by 1 % of the population of San Francisco . Coolidge 's state seat .
Example 3: hall . The chamber has a central central entrance on either either sides an inner door . The inner door on either sides a small chapel or an outer tower on either either a chancery or an inner door on either the other side . The interior of this chamber has two doors on each of four sides a stone wall to
Example 4: Flemish 's fourth opera , La britannica ( A Life in the Light ) , and in 1833 another . The opera was not written at the same time as the first . The two are not included in a separate edition of the second and third albums ; the first and third were together . In
Example 5: instrument is the ( ( only single radiation test ) 3 @.@ 4 @,@ 000 in North America ) .   The only single radiation testing kits that exist for certain , and only this ( relatively easy ) version of a nuclear reactor design, are the ( relatively low price @-@ price ) nuclear fusion
Example 6: elements in each of its ten topological ordering . The first DAG with all A and B graphs is called a DAG with all A and B graphs . Three DAG elements are also called a DAG with all A and B graphs . An example of a DAG with a directed graph is a DAG with
Example 7: an American helicopter would have been able to land the freeway in the late morning . This is probably a very simple decision . In any case , it seems that both the military and the civilian might have been able to avoid such a situation . If it were to happen to them , it probably would have been a pretty easy decision
Example 8: debut album was called " My Boo 's Greatest Weekend " . In the fourth week of production , the song became No Doubt 's first top ten for the first time in the United Kingdom . In 1991 , the band began to sell their own singles in the United States and became the first international leader to sell their
Example 9: , a reference to the episode of the film The Big Ten : The Movie ) . During the interview , Yankovic said that he had planned to leave the band after four years of making his own live act . " I 'm always going to create a new live act " rather than a rock ' n ' roll
Example 10: the water in the core 's temperature depends primarily on the temperature of the water . This can be addressed by reducing the temperature of the surface , or by reducing the size of the water in the core , but other methods , such as temperature @-@ reducing and chemical reactions , which can also result in the expand of
Fine-tuning Model 4 on synthetic data...
{'loss': 2.1712, 'grad_norm': 18.187971115112305, 'learning_rate': 4.9940570522979404e-05, 'epoch': 0.0}
{'loss': 2.0743, 'grad_norm': 16.16331672668457, 'learning_rate': 4.9874537770734286e-05, 'epoch': 0.01}
{'loss': 2.2151, 'grad_norm': 15.429206848144531, 'learning_rate': 4.9808505018489174e-05, 'epoch': 0.01}
{'loss': 2.2776, 'grad_norm': 17.354015350341797, 'learning_rate': 4.974247226624406e-05, 'epoch': 0.02}
{'loss': 2.2012, 'grad_norm': 15.0038480758667, 'learning_rate': 4.967643951399894e-05, 'epoch': 0.02}
{'loss': 2.1942, 'grad_norm': 15.938432693481445, 'learning_rate': 4.961040676175383e-05, 'epoch': 0.02}
{'loss': 2.1156, 'grad_norm': 17.21040153503418, 'learning_rate': 4.954437400950872e-05, 'epoch': 0.03}
{'loss': 2.2162, 'grad_norm': 11.671024322509766, 'learning_rate': 4.947834125726361e-05, 'epoch': 0.03}
{'loss': 2.3032, 'grad_norm': 15.069042205810547, 'learning_rate': 4.941230850501849e-05, 'epoch': 0.04}
{'loss': 2.2931, 'grad_norm': 14.844473838806152, 'learning_rate': 4.934627575277338e-05, 'epoch': 0.04}
{'loss': 2.2707, 'grad_norm': 14.781747817993164, 'learning_rate': 4.9280243000528264e-05, 'epoch': 0.04}
{'loss': 2.3174, 'grad_norm': 14.331255912780762, 'learning_rate': 4.9214210248283146e-05, 'epoch': 0.05}
{'loss': 2.3232, 'grad_norm': 16.252534866333008, 'learning_rate': 4.914817749603804e-05, 'epoch': 0.05}
{'loss': 2.1769, 'grad_norm': 15.213172912597656, 'learning_rate': 4.908214474379292e-05, 'epoch': 0.06}
{'loss': 2.2504, 'grad_norm': 14.549509048461914, 'learning_rate': 4.901611199154781e-05, 'epoch': 0.06}
{'loss': 2.1713, 'grad_norm': 13.032711029052734, 'learning_rate': 4.89500792393027e-05, 'epoch': 0.06}
{'loss': 2.2717, 'grad_norm': 14.827998161315918, 'learning_rate': 4.8884046487057586e-05, 'epoch': 0.07}
{'loss': 2.2033, 'grad_norm': 13.112378120422363, 'learning_rate': 4.881801373481247e-05, 'epoch': 0.07}
{'loss': 2.1841, 'grad_norm': 13.101984024047852, 'learning_rate': 4.8751980982567355e-05, 'epoch': 0.08}
{'loss': 2.1996, 'grad_norm': 13.082509994506836, 'learning_rate': 4.868594823032224e-05, 'epoch': 0.08}
{'loss': 2.2975, 'grad_norm': 13.217360496520996, 'learning_rate': 4.8619915478077125e-05, 'epoch': 0.08}
{'loss': 2.369, 'grad_norm': inf, 'learning_rate': 4.8560486001056527e-05, 'epoch': 0.09}
{'loss': 2.2736, 'grad_norm': 15.395341873168945, 'learning_rate': 4.849445324881141e-05, 'epoch': 0.09}
{'loss': 2.2482, 'grad_norm': 13.34537410736084, 'learning_rate': 4.84284204965663e-05, 'epoch': 0.1}
{'loss': 2.1429, 'grad_norm': 13.197741508483887, 'learning_rate': 4.8362387744321184e-05, 'epoch': 0.1}
{'loss': 2.3011, 'grad_norm': 15.039846420288086, 'learning_rate': 4.829635499207607e-05, 'epoch': 0.1}
{'loss': 2.1887, 'grad_norm': 13.151979446411133, 'learning_rate': 4.823032223983096e-05, 'epoch': 0.11}
{'loss': 2.2715, 'grad_norm': 13.88893985748291, 'learning_rate': 4.816428948758585e-05, 'epoch': 0.11}
{'loss': 2.2758, 'grad_norm': 12.866276741027832, 'learning_rate': 4.809825673534073e-05, 'epoch': 0.11}
{'loss': 2.2312, 'grad_norm': 13.520488739013672, 'learning_rate': 4.803222398309562e-05, 'epoch': 0.12}
{'loss': 2.2322, 'grad_norm': 15.137782096862793, 'learning_rate': 4.7966191230850505e-05, 'epoch': 0.12}
{'loss': 2.364, 'grad_norm': 15.13167667388916, 'learning_rate': 4.790015847860539e-05, 'epoch': 0.13}
{'loss': 2.2059, 'grad_norm': 14.060591697692871, 'learning_rate': 4.783412572636028e-05, 'epoch': 0.13}
{'loss': 2.2355, 'grad_norm': 15.45978832244873, 'learning_rate': 4.776809297411516e-05, 'epoch': 0.13}
{'loss': 2.2887, 'grad_norm': 14.283832550048828, 'learning_rate': 4.770206022187005e-05, 'epoch': 0.14}
{'loss': 2.2548, 'grad_norm': 15.208017349243164, 'learning_rate': 4.763602746962494e-05, 'epoch': 0.14}
{'loss': 2.3232, 'grad_norm': 13.295486450195312, 'learning_rate': 4.756999471737982e-05, 'epoch': 0.15}
{'loss': 2.2252, 'grad_norm': 14.856925010681152, 'learning_rate': 4.750396196513471e-05, 'epoch': 0.15}
{'loss': 2.2998, 'grad_norm': 13.932539939880371, 'learning_rate': 4.7437929212889596e-05, 'epoch': 0.15}
{'loss': 2.3891, 'grad_norm': 14.70766830444336, 'learning_rate': 4.7371896460644484e-05, 'epoch': 0.16}
{'loss': 2.3627, 'grad_norm': 15.053396224975586, 'learning_rate': 4.7305863708399366e-05, 'epoch': 0.16}
{'loss': 2.3127, 'grad_norm': 13.0340576171875, 'learning_rate': 4.723983095615426e-05, 'epoch': 0.17}
{'loss': 2.2899, 'grad_norm': 13.162836074829102, 'learning_rate': 4.717379820390914e-05, 'epoch': 0.17}
{'loss': 2.3643, 'grad_norm': 12.831730842590332, 'learning_rate': 4.710776545166403e-05, 'epoch': 0.17}
{'loss': 2.3029, 'grad_norm': 13.841772079467773, 'learning_rate': 4.704173269941892e-05, 'epoch': 0.18}
{'loss': 2.3132, 'grad_norm': 11.573084831237793, 'learning_rate': 4.69756999471738e-05, 'epoch': 0.18}
{'loss': 2.1817, 'grad_norm': 12.918832778930664, 'learning_rate': 4.690966719492869e-05, 'epoch': 0.19}
{'loss': 2.3269, 'grad_norm': 16.29880714416504, 'learning_rate': 4.6843634442683575e-05, 'epoch': 0.19}
{'loss': 2.2434, 'grad_norm': 12.100467681884766, 'learning_rate': 4.677760169043846e-05, 'epoch': 0.19}
{'loss': 2.3214, 'grad_norm': 14.958465576171875, 'learning_rate': 4.6711568938193344e-05, 'epoch': 0.2}
{'loss': 2.3022, 'grad_norm': 13.735404968261719, 'learning_rate': 4.664553618594823e-05, 'epoch': 0.2}
{'loss': 2.3242, 'grad_norm': 12.245083808898926, 'learning_rate': 4.657950343370312e-05, 'epoch': 0.21}
{'loss': 2.3511, 'grad_norm': 13.168645858764648, 'learning_rate': 4.6513470681458e-05, 'epoch': 0.21}
{'loss': 2.1431, 'grad_norm': 12.513224601745605, 'learning_rate': 4.644743792921289e-05, 'epoch': 0.21}
{'loss': 2.3518, 'grad_norm': 12.976442337036133, 'learning_rate': 4.638140517696778e-05, 'epoch': 0.22}
{'loss': 2.2488, 'grad_norm': 13.432046890258789, 'learning_rate': 4.6315372424722666e-05, 'epoch': 0.22}
{'loss': 2.3344, 'grad_norm': 13.365555763244629, 'learning_rate': 4.624933967247755e-05, 'epoch': 0.23}
{'loss': 2.241, 'grad_norm': 12.448275566101074, 'learning_rate': 4.6183306920232435e-05, 'epoch': 0.23}
{'loss': 2.3563, 'grad_norm': 11.612536430358887, 'learning_rate': 4.611727416798732e-05, 'epoch': 0.23}
{'loss': 2.2341, 'grad_norm': 12.922093391418457, 'learning_rate': 4.6051241415742205e-05, 'epoch': 0.24}
{'loss': 2.252, 'grad_norm': 13.920783042907715, 'learning_rate': 4.59852086634971e-05, 'epoch': 0.24}
{'loss': 2.1938, 'grad_norm': 11.987029075622559, 'learning_rate': 4.591917591125198e-05, 'epoch': 0.25}
{'loss': 2.3872, 'grad_norm': 14.72252368927002, 'learning_rate': 4.585314315900687e-05, 'epoch': 0.25}
{'loss': 2.194, 'grad_norm': 13.6389741897583, 'learning_rate': 4.578711040676176e-05, 'epoch': 0.25}
{'loss': 2.3702, 'grad_norm': 14.303499221801758, 'learning_rate': 4.5721077654516645e-05, 'epoch': 0.26}
{'loss': 2.2503, 'grad_norm': 12.889951705932617, 'learning_rate': 4.5655044902271526e-05, 'epoch': 0.26}
{'loss': 2.3113, 'grad_norm': 12.663745880126953, 'learning_rate': 4.5589012150026414e-05, 'epoch': 0.27}
{'loss': 2.2333, 'grad_norm': 11.907928466796875, 'learning_rate': 4.55229793977813e-05, 'epoch': 0.27}
{'loss': 2.3701, 'grad_norm': 15.055065155029297, 'learning_rate': 4.5456946645536184e-05, 'epoch': 0.27}
{'loss': 2.2926, 'grad_norm': 12.405436515808105, 'learning_rate': 4.539091389329108e-05, 'epoch': 0.28}
{'loss': 2.281, 'grad_norm': 13.320361137390137, 'learning_rate': 4.532488114104596e-05, 'epoch': 0.28}
{'loss': 2.4181, 'grad_norm': 15.781274795532227, 'learning_rate': 4.525884838880085e-05, 'epoch': 0.29}
{'loss': 2.3281, 'grad_norm': 13.445683479309082, 'learning_rate': 4.5192815636555736e-05, 'epoch': 0.29}
{'loss': 2.2921, 'grad_norm': 13.692838668823242, 'learning_rate': 4.512678288431062e-05, 'epoch': 0.29}
{'loss': 2.3525, 'grad_norm': 11.350443840026855, 'learning_rate': 4.5060750132065505e-05, 'epoch': 0.3}
{'loss': 2.3682, 'grad_norm': 12.5963716506958, 'learning_rate': 4.499471737982039e-05, 'epoch': 0.3}
{'loss': 2.2411, 'grad_norm': 12.609712600708008, 'learning_rate': 4.492868462757528e-05, 'epoch': 0.31}
{'loss': 2.2948, 'grad_norm': 14.178633689880371, 'learning_rate': 4.486265187533016e-05, 'epoch': 0.31}
{'loss': 2.2767, 'grad_norm': 14.447502136230469, 'learning_rate': 4.479661912308506e-05, 'epoch': 0.31}
{'loss': 2.2508, 'grad_norm': 13.153776168823242, 'learning_rate': 4.473058637083994e-05, 'epoch': 0.32}
{'loss': 2.3237, 'grad_norm': 13.090476989746094, 'learning_rate': 4.4664553618594827e-05, 'epoch': 0.32}
{'loss': 2.3268, 'grad_norm': 12.93334674835205, 'learning_rate': 4.4598520866349715e-05, 'epoch': 0.32}
{'loss': 2.2079, 'grad_norm': 11.622739791870117, 'learning_rate': 4.4532488114104596e-05, 'epoch': 0.33}
{'loss': 2.3787, 'grad_norm': 12.76785659790039, 'learning_rate': 4.4466455361859484e-05, 'epoch': 0.33}
{'loss': 2.3366, 'grad_norm': 14.74230670928955, 'learning_rate': 4.440042260961437e-05, 'epoch': 0.34}
{'loss': 2.305, 'grad_norm': 10.909852027893066, 'learning_rate': 4.433438985736926e-05, 'epoch': 0.34}
{'loss': 2.4035, 'grad_norm': 13.029147148132324, 'learning_rate': 4.426835710512414e-05, 'epoch': 0.34}
{'loss': 2.344, 'grad_norm': 13.819571495056152, 'learning_rate': 4.420232435287903e-05, 'epoch': 0.35}
{'loss': 2.246, 'grad_norm': 10.017849922180176, 'learning_rate': 4.413629160063392e-05, 'epoch': 0.35}
{'loss': 2.2735, 'grad_norm': 11.570778846740723, 'learning_rate': 4.40702588483888e-05, 'epoch': 0.36}
{'loss': 2.2544, 'grad_norm': 13.170639038085938, 'learning_rate': 4.4004226096143693e-05, 'epoch': 0.36}
{'loss': 2.2372, 'grad_norm': 12.840617179870605, 'learning_rate': 4.3938193343898575e-05, 'epoch': 0.36}
{'loss': 2.1936, 'grad_norm': 13.337662696838379, 'learning_rate': 4.387216059165346e-05, 'epoch': 0.37}
{'loss': 2.2888, 'grad_norm': 14.099977493286133, 'learning_rate': 4.380612783940835e-05, 'epoch': 0.37}
{'loss': 2.3226, 'grad_norm': 13.328912734985352, 'learning_rate': 4.374009508716323e-05, 'epoch': 0.38}
{'loss': 2.3926, 'grad_norm': 13.156079292297363, 'learning_rate': 4.367406233491812e-05, 'epoch': 0.38}
{'loss': 2.193, 'grad_norm': 13.145562171936035, 'learning_rate': 4.360802958267301e-05, 'epoch': 0.38}
{'loss': 2.2671, 'grad_norm': 13.312495231628418, 'learning_rate': 4.3541996830427896e-05, 'epoch': 0.39}
{'loss': 2.2854, 'grad_norm': 13.208849906921387, 'learning_rate': 4.347596407818278e-05, 'epoch': 0.39}
{'loss': 2.2418, 'grad_norm': 12.049952507019043, 'learning_rate': 4.340993132593767e-05, 'epoch': 0.4}
{'loss': 2.3114, 'grad_norm': 13.874640464782715, 'learning_rate': 4.3343898573692554e-05, 'epoch': 0.4}
{'loss': 2.2139, 'grad_norm': 12.601615905761719, 'learning_rate': 4.327786582144744e-05, 'epoch': 0.4}
{'loss': 2.3035, 'grad_norm': 12.049283981323242, 'learning_rate': 4.321183306920233e-05, 'epoch': 0.41}
{'loss': 2.3091, 'grad_norm': 12.680810928344727, 'learning_rate': 4.314580031695721e-05, 'epoch': 0.41}
{'loss': 2.2981, 'grad_norm': 11.746039390563965, 'learning_rate': 4.30797675647121e-05, 'epoch': 0.42}
{'loss': 2.2623, 'grad_norm': 12.043665885925293, 'learning_rate': 4.301373481246699e-05, 'epoch': 0.42}
{'loss': 2.3268, 'grad_norm': 12.773355484008789, 'learning_rate': 4.2947702060221875e-05, 'epoch': 0.42}
{'loss': 2.3609, 'grad_norm': 13.533988952636719, 'learning_rate': 4.2881669307976756e-05, 'epoch': 0.43}
{'loss': 2.3359, 'grad_norm': 13.159890174865723, 'learning_rate': 4.2815636555731644e-05, 'epoch': 0.43}
{'loss': 2.3379, 'grad_norm': 13.202230453491211, 'learning_rate': 4.274960380348653e-05, 'epoch': 0.44}
{'loss': 2.2674, 'grad_norm': 13.079000473022461, 'learning_rate': 4.2683571051241414e-05, 'epoch': 0.44}
{'loss': 2.3179, 'grad_norm': 12.611363410949707, 'learning_rate': 4.261753829899631e-05, 'epoch': 0.44}
{'loss': 2.2725, 'grad_norm': 12.34811782836914, 'learning_rate': 4.255150554675119e-05, 'epoch': 0.45}
{'loss': 2.2509, 'grad_norm': 11.315114974975586, 'learning_rate': 4.248547279450608e-05, 'epoch': 0.45}
{'loss': 2.3475, 'grad_norm': 12.149659156799316, 'learning_rate': 4.2419440042260966e-05, 'epoch': 0.46}
{'loss': 2.1887, 'grad_norm': 12.761844635009766, 'learning_rate': 4.2353407290015854e-05, 'epoch': 0.46}
{'loss': 2.2741, 'grad_norm': 12.211844444274902, 'learning_rate': 4.2287374537770735e-05, 'epoch': 0.46}
{'loss': 2.2803, 'grad_norm': 12.931447982788086, 'learning_rate': 4.222134178552562e-05, 'epoch': 0.47}
{'loss': 2.323, 'grad_norm': 13.478267669677734, 'learning_rate': 4.215530903328051e-05, 'epoch': 0.47}
{'loss': 2.2527, 'grad_norm': 10.920526504516602, 'learning_rate': 4.208927628103539e-05, 'epoch': 0.48}
{'loss': 2.2854, 'grad_norm': 11.280338287353516, 'learning_rate': 4.202324352879028e-05, 'epoch': 0.48}
{'loss': 2.3078, 'grad_norm': 15.65051555633545, 'learning_rate': 4.195721077654517e-05, 'epoch': 0.48}
{'loss': 2.2529, 'grad_norm': 13.02575397491455, 'learning_rate': 4.189117802430006e-05, 'epoch': 0.49}
{'loss': 2.3382, 'grad_norm': 12.351207733154297, 'learning_rate': 4.182514527205494e-05, 'epoch': 0.49}
{'loss': 2.2457, 'grad_norm': 10.703356742858887, 'learning_rate': 4.1759112519809826e-05, 'epoch': 0.5}
{'loss': 2.2135, 'grad_norm': 12.335861206054688, 'learning_rate': 4.1693079767564714e-05, 'epoch': 0.5}
{'loss': 2.2882, 'grad_norm': 12.46212100982666, 'learning_rate': 4.1627047015319595e-05, 'epoch': 0.5}
{'loss': 2.3156, 'grad_norm': 13.067182540893555, 'learning_rate': 4.156101426307449e-05, 'epoch': 0.51}
{'loss': 2.2884, 'grad_norm': 12.171527862548828, 'learning_rate': 4.149498151082937e-05, 'epoch': 0.51}
{'loss': 2.1232, 'grad_norm': 11.922826766967773, 'learning_rate': 4.142894875858426e-05, 'epoch': 0.52}
{'loss': 2.3179, 'grad_norm': 11.550315856933594, 'learning_rate': 4.136291600633915e-05, 'epoch': 0.52}
{'loss': 2.2729, 'grad_norm': 11.959010124206543, 'learning_rate': 4.129688325409403e-05, 'epoch': 0.52}
{'loss': 2.3661, 'grad_norm': 14.890613555908203, 'learning_rate': 4.123085050184892e-05, 'epoch': 0.53}
{'loss': 2.3212, 'grad_norm': 11.345489501953125, 'learning_rate': 4.1164817749603805e-05, 'epoch': 0.53}
{'loss': 2.4278, 'grad_norm': 11.132981300354004, 'learning_rate': 4.109878499735869e-05, 'epoch': 0.53}
{'loss': 2.3234, 'grad_norm': 12.416149139404297, 'learning_rate': 4.1032752245113574e-05, 'epoch': 0.54}
{'loss': 2.3545, 'grad_norm': 13.079584121704102, 'learning_rate': 4.096671949286847e-05, 'epoch': 0.54}
{'loss': 2.1192, 'grad_norm': 11.068352699279785, 'learning_rate': 4.090068674062335e-05, 'epoch': 0.55}
{'loss': 2.3471, 'grad_norm': 12.570713996887207, 'learning_rate': 4.083465398837824e-05, 'epoch': 0.55}
{'loss': 2.2709, 'grad_norm': 12.386820793151855, 'learning_rate': 4.0768621236133126e-05, 'epoch': 0.55}
{'loss': 2.2789, 'grad_norm': 12.169995307922363, 'learning_rate': 4.070258848388801e-05, 'epoch': 0.56}
{'loss': 2.2551, 'grad_norm': 12.410501480102539, 'learning_rate': 4.0636555731642896e-05, 'epoch': 0.56}
{'loss': 2.3202, 'grad_norm': 11.512927055358887, 'learning_rate': 4.0570522979397784e-05, 'epoch': 0.57}
{'loss': 2.3841, 'grad_norm': 11.794179916381836, 'learning_rate': 4.050449022715267e-05, 'epoch': 0.57}
{'loss': 2.1799, 'grad_norm': 13.689483642578125, 'learning_rate': 4.043845747490755e-05, 'epoch': 0.57}
{'loss': 2.1637, 'grad_norm': 13.528018951416016, 'learning_rate': 4.037242472266244e-05, 'epoch': 0.58}
{'loss': 2.3365, 'grad_norm': 11.971466064453125, 'learning_rate': 4.030639197041733e-05, 'epoch': 0.58}
{'loss': 2.359, 'grad_norm': 12.743124008178711, 'learning_rate': 4.024035921817221e-05, 'epoch': 0.59}
{'loss': 2.4392, 'grad_norm': 11.723238945007324, 'learning_rate': 4.0174326465927105e-05, 'epoch': 0.59}
{'loss': 2.3095, 'grad_norm': 10.373918533325195, 'learning_rate': 4.0108293713681987e-05, 'epoch': 0.59}
{'loss': 2.3689, 'grad_norm': 11.644593238830566, 'learning_rate': 4.0042260961436875e-05, 'epoch': 0.6}
{'loss': 2.3658, 'grad_norm': 13.24435806274414, 'learning_rate': 3.997622820919176e-05, 'epoch': 0.6}
{'loss': 2.2906, 'grad_norm': 10.23781967163086, 'learning_rate': 3.991019545694665e-05, 'epoch': 0.61}
{'loss': 2.3147, 'grad_norm': 11.84404468536377, 'learning_rate': 3.984416270470153e-05, 'epoch': 0.61}
{'loss': 2.3127, 'grad_norm': 10.668806076049805, 'learning_rate': 3.977812995245642e-05, 'epoch': 0.61}
